text,sentiment
"deepigoyal I am excited to announce that weve completed the acquisition of TongueStun In related news, our mission of better food f",1
"Heres my review of Punjab Grill, Phoenix Marketcity, Kurla on Zomato",2
We are ready to deliver deliciousness to your doorsteps You can now order the authentic Chinese food from us via,1
"Kalo liat aplikasi Zomato, ingetnya nih mbak gt ndafebb Makan teros",1
"IffanFikri Lol igt kena apa td  Grab food ,foodpanda kn adee",1
the devil works hard but foodpanda works harder,0
"foodpand cravezomato fav, biryani  special resta",1
"Add to cart in foodpanda, taking it out, add in again, taking out again, ffs make up your mind syapinat",0
"Yung nagugutom ka, tapos biglang magnonotif yung foodpanda Bastos ang amp",2
Foodpanda  Flat  off upto Rs on Food OrdersUse code  CRAVE  Today onlyLink,2
"amitanatverlal NoSylviaPlath Hahah So true I spend three hours going through SIPA Columbia website, felt misera",1
Ganpati Special Try our unique Spicy or Sweet modaks Call  RedBowl swiggy dombivli GanpatiBappa,1
"kingchiru vennelakishore asalu Whats the timing Bhayya Im your Swiggy ah Vammo, English lines awesome asalu Asalu a paintin",1
"ZomatoIN Zomato the delivery guy told me that this order cannot be delivered to my place, then why the hell u ac",0
"Enjoy fresh and soft idlis for Breakfast with family and friends at Ananda BhavanVisit us  Lake Terrace Tower,",1
"uaeanandabhavan Enjoy fresh and soft idlis for Breakfast with family and friends at Ananda BhavanVisit us  Lake Terrace Tower, Clu",1
Foodpanda online food order  off   Cashback,2
ZomatoIN Zomato,2
RedBowl Ganpati Special Try our unique Spicy or Sweet modaks Call  RedBowl swiggy dombivli GanpatiBappa,1
"abhisheksharm ZomatoIN Zomato Hi there, that doesnt sound like a pleasing experience we want you to have with",0
Amazondeals Foodpanda  Flat  off upto Rs on Food OrdersUse code  CRAVE  Today onlyLink,2
"Whether it is a family gathering at home or an official team lunch, our Delivery Combo Meals for eight are the pe",2
FOODPANDA new codes for old usersRUSH OFF UPTO CAVEHOUR OFF UPTO,2
"Todays Foodpanda Offer use Code CRAVE for  off upto , then pay through PhonePe for additional  rupees of",0
zomatocare ZomatoIN Zomato thats really pathetic  you should severely compensate for the inconvenience I have,0
"BestLootDeal Todays Foodpanda Offer use Code CRAVE for  off upto , then pay through PhonePe for additional  rupees off",0
zomatocare ZomatoIN Zomato Do u think i am sitting here to get your  credits Really cheap customer service,1
Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its workingPls  and Share,1
"BestLootDeal Todays Foodpanda Offer use Code CRAVE for  off upto , then pay through PhonePe for additional  rupees off",0
"zomatocare ZomatoIN , ,  these are recent orders I hope this Cutlery Cutting schem",1
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
zomatocare ZomatoIN Zomato What an army of cheap customer service,2
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
offerslootforyouFoodpanda  off UPTO    Cashback PhonepeClick on Below link for details,2
JazzCash Digitalizes foodpandas Rider Payments,2
Cute swiggy guy,1
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
Girl Finds Romantic Way Without TicketsRomance Swiggy Deliver Philippines  We,1
"BestLootDeal Todays Foodpanda Offer use Code CRAVE for  off upto , then pay through PhonePe for additional  rupees off",0
midi Foodpanda kan ada,2
Ordered from Swiggy came in zomato packaging strange onlinefoodorder food onlineorder swiggyin ZomatoIN,0
Try RUSH and let us know if its working,2
Ordered from Swiggy came in zomato packaging strange onlinefoodorder food onlineorder swiggyin ZomatoIN,0
ETPrimecom Ola first tried to break into the USD million fooddelivery market with Ola Caf Now Bhavish Aggarwal is personally i,2
wetdreamz Girl Finds Romantic Way Without TicketsRomance Swiggy Deliver Philippines  We Young,1
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
Working guys,2
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
A tempting offer for all the foodies Order Online on zomato and enjoy tempting food at SeasoningFor Details,1
"lmnin Zomato ZomatoIN zomatocare Hey Karan,Thanks for the feedback This was due to a tech glitch We are w",2
Foodpanda online food order  off   Cashback from PhonepeCode RUSHLink,2
Techglares Try RUSH and let us know if its working,2
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
OMGLoots Foodpanda online food order  off   Cashback from PhonepeCode RUSHLink   wallet,2
A swiggy delivery man told me that he gets Rs  for every delivery thats within a kms radius and extra for ea,2
offerlootforyou offerslootforyouFoodpanda  off UPTO    Cashback PhonepeClick on Below link for details,2
swiggy Delivery executive again and calling and asking me to call swiggy Why  He is asking me to call swiggy to,2
ganeshhere Working guys,2
"Swiggy order  from Sep ,",2
ganeshhere Working guys,2
"Alright, so I got a call from ZomatoIN  and they have refunded my amount, more importantly they have assured to ta",1
ketec ZomatoIN Zomato zomatocare Yes they  ZomatoIN  did reply and theyve reassured me of taking strong st,1
SuchAMisfit Im I order coke from swiggy because too lazy to get one from a nearby shop years old,0
"foodpandaIndia Hey FoodPanda, you suck",0
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
I had made an online payment and because of their negligence I havent received the refund too Its such an horrib,2
MeghaMa I had made an online payment and because of their negligence I havent received the refund too Its such an horrible,0
"Zomato It is the most pathetic service and yuckest customer service team, These people should be ashamed of themse",0
tamilhumourjoke          Swiggy,2
MobiKwikSWAT I ordered  times on Foodpanda Restaurant declined the order  btpkm and other was successful or,1
"RSathaye Zomato Hey Rohan, sorry to disappoint you in such a wayKindly share your order details and we shall get this checked ASAPAM",0
irockybat maytweeter swiggyin Got a call from Swiggy this evening  showed a great customer service and professionalism Took care,1
"BestLootDeal Todays Foodpanda Offer use Code CRAVE for  off upto , then pay through PhonePe for additional  rupees off",0
irockybat maytweeter swiggyin Got a call from Swiggy this evening  showed a great customer service and professionalism Took care,1
irockybat tahirhusain swiggyin Got a call from Swiggy this evening  showed a great customer service and professionalism Took ca,1
"For our version of lazy weekend specials, we suggest the not so lazy and completely filling Loaded Burrito Bowl fro",0
OMGLoots Foodpanda online food order  off   Cashback from PhonepeCode RUSHLink   wallet,2
"guys please dont order thing in swiggyin,they are cheaters, they wil not do what thwy told , full of nonsences an",0
Zomato worst service by  multiple orders to riders in different directions And rider firs,0
Please dont claim such rubbish You literally made a chart capping the number of golds we can use The membership,1
"pratyushdixit Hey deepigoyal after this zomatogold fraudscam, how will u make people believe that you are different from the likes",1
DarshanPai How can you make radical changes to a policy after extensively marketing and selling it in a completely different manner,2
"swiggyin horrible service by swiggy, its been more than an hour since Ive placed oder however no sign of the de",0
zomatogoldcheater ZomatoIN,2
zomatocare Zomato order no,0
SwiggyCares what kind of service is this Some of the items from a thali which i ordered from swiggy is missing an,0
"kewlioharsh Suddenly feeling cheated by zomato gold Pathetic strategy , never expected  Zomato ZomatoIN   zomatogold",0
"karpov Zomato Hi Amod, apologies for the mess over hereKindly share your order details and we shall get this checked ASAPAM",0
DarshanPai How can you make radical changes to a policy after extensively marketing and selling it in a completely different manner,2
kinjubkinjib   hooters  Hooters Silom     hooters girl,2
shivsKyPi zomatocare I think zomato is busy collecting investment instead of helping their customers Forgot to,1
Apply codes RUSH and CRAVE for your next orders today for Deserts  foodpanda offer Food,2
BestLootDeal Apply codes RUSH and CRAVE for your next orders today for Deserts  foodpanda offer Food,2
Foodpanda Also Try RUSH Valid till next  hour only,2
And I though Zomato only abhor me zomatocare zomato zomatogoldcheater coldzomato,0
foodpandaIndia there is no option to connect with customer care in app What kind of people do you hire to run you,1
foodpandaIndia See this guysactual pic Nd what I got after order Ridiculous Foodpandastop making people,0
"BestLootDeal Todays Foodpanda Offer use Code CRAVE for  off upto , then pay through PhonePe for additional  rupees off",0
Do you like food  Follow my food journey on Zomato,1
RahulRiya SwiggyCares Thanks for your support SirI had been cheated by the firm named Swiggy and advise ev,1
sioooopau the devil works hard but foodpanda works harder,0
hamedamimi Ni kira rajin lah ni Aku malas dedua order foodpanda ja,2
"Where ZomatoIN, foodpandaIndia not deliver there swiggyin is on swaag   McDonald, foodpanda, Zomato never deli",2
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
"dyanaismanu Sini xda foodpanda rasanya Kalau x, order jugak",2
sanjaybafna UberEats UberINSupport UberSupport Swiggy best hai ye UberEATS rd class hai,1
I placed an order an hour ago amp I thought wow my food will be here now only to open Swiggy amp see the restaurant sti,1
iScarlettMRose Do you like food  Follow my food journey on Zomato,1
foodpandaIndia New name Foolpanda,2
Excuse me ZomatoIN Zomato what is this nonsense customer service,0
Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,2
EngineersDay,2
off on all online orders Apply promo code RAZA during checkout on a minimum order of  zomato,2
"Enjoy your weekend lunch with family and friends at Ananda BhavanVisit us  Lake Terrace Tower, Cluster D, JLT",1
"uaeanandabhavan Enjoy your weekend lunch with family and friends at Ananda BhavanVisit us  Lake Terrace Tower, Cluster D, JLT now",1
tonehiasahai For fast delivery order online on zomato,2
foodpandaIndia if declining order is an art then foodpanda is master of all,2
swiggy sucks Endless customer care answering machine Joins list of app driven services which only work on automa,1
ColdbruvYT WarVapz Treyarch Looking swiggy already brother,2
"Zomato  Ordered mere pav bhaji from your portal and its been  hour now, still no sight of the order When i sp",0
"Thanks for boarding with Bisaya Music Festival with Pop District Bazaar, foodpanda They are the quickest and eas",1
foodpandaIndia dominosindia Pathetic Service From Both The Food Delivery App And The Restaurant Last Night,0
Zomato can u reverse my paytm credit or not Chatting with ur agent was sickening experience U lured with  of,0
"Nikibusa Zomato Hi Nikhil, that is no justice to Pav BhajiKindly share your order details and we shall get this checked ASAPAM",1
ZomatoIN dear zomato you are the least customer friendly i have ever came across Even you Customer support behavi,1
