,text,sentiment
7661,Worst ever experience from foodpandaIndia Placed the order at  and it wasnt delivered It still says being p,Negative
7662,wheremastura Foodpanda kan ada hehe,Neutral
7663,Even i also faced such horrible shit from foodpandaIndia N i cant believe my eyes as i love this app,Negative
7664,amiteshSingh Am a big fan of Litti Chokhaswiggy main search Kiya hai will eat soon,Positive
7665,Poddar Please refer to the below link to know more about Crave Party,Positive
7666,foodpandaIndia ralffoodpanda So pathetic service foodpanda,Negative
7667,swiggyin  Zomato      foodlover Ahmedabad gandhinagar,Neutral
7668,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7669,"foodpandaIndia Hey Foodpanda, why is your delivery service so pathetic and your customer service so ridiculous",Negative
7670,Woooo what a delivery Zomato  I am extremely happy with your service Ordered lachcha parathas yesterday an,Positive
7671,Review on swiggyin by hareenath  Swiggycollectsmoremoney,Neutral
7672,"iMukundMundhra With their new fair usage policy, ZomatoIN has ruined the zomato gold experience for two people going out with paid",Negative
7673,"foodpandaIndia thank you for dessert at Re, Rs , Rsswiggyin Zomato UberEatsIND Come on guys Now its y",Positive
7674,"Just when I decided to get Zomato Gold, they increased the price to Rs  Then I read their new TampC or, as th",Positive
7675,There was a problem in the app which didnt allow me to apply coupons and I was assured that Ill receive the disco,Negative
7676,ashutoshabvp Zomato Hey Ashutosh Please share the order ID so that we can sort this outNK,Positive
7677,"Hi Team Swiggy,I have a restaurant in Gurugram, trying to get in touch with you from a very long time, filled you",Neutral
7678,"Mastermnsh Hi Team Swiggy,I have a restaurant in Gurugram, trying to get in touch with you from a very long time, filled your form",Neutral
7679,"Swiggy Zomato  Enfield, R, FZ   Food   ,",Neutral
7680,Would like to add another image Emphasizing on two different customer care officials saying different things And,Positive
7681,"When it is a sudden plan and your friend has zomato gold  Hey guys, Try this Chicken Kheema pizza mypizzaah e",Positive
7682,"sg foodpandaIndia I have not received my refund yet, today I had ordered sweets from Shree Ratnam but my order was cancelled but",Negative
7683,zomatocare Zomato Ohk this is the order id  lets see what you can do but wait i dont need my money ba,Neutral
7684,zomatocare deepigoyal have all vanished and left their users in a lurch after marketing the membership so aggress,Negative
7685,"swiggyin SwiggyCares Hi Team Swiggy,I have a restaurant in gurugram, trying to get in touch with you from a v",Neutral
7686,foodpanda you guys suck No wonder swiggy is doing better business than you losers foodpandaIndia will never use this app again,Negative
7687,foodpandaIndia U guys just need to close the app man  U guys r soooo busy that u get so many likes and retweet,Positive
7688,"shivanshsh foodpandaIndia Yea kuch jayada hoo raha hai, but can supply resource to foodpanda",Neutral
7689,"RaitaFailaKe Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fix t",Negative
7690,"When it is a sudden plan and your friend has zomato gold  Hey guys, Try this Chicken Kheema pizza mypizzaah ext",Positive
7691,Zomato BangaloreMirror BangaloreTimes kudos to the zomato delivery guy for braving the waters to deliver food t,Positive
7692,deepakajwani A Freeread from ETPrimecom,Neutral
7693,SwiggyCares Thanks but our family has taken a final decision to not use swiggy from now but thanks for calling,Positive
7694,Order foodpanda,Neutral
7695,"SwiggyCares Thanks For the Quick Response Team Swiggy, Details sent via DM please check Thanks",Positive
7696,Love this Open Cheese Sandwich Use LOVEYOURSELFLOVELIFE to get featuredTriptiCharan For,Positive
7697,"Been ordering Happy Lemon from foodpanda for three straight days now Happy Lemon, why are you ao addicting",Positive
7698,Enjoying a super weekend with FoodPandapk Super September Deals foodpanda SuperSeptemberDeals,Positive
7699,U name it I have ate it Zomato,Neutral
7700,"ays zomatocare ZomatoIN deepigoyal arjunsingh Yep, they couldve capped the extension through referral o",Positive
7701,foodpandaIndia i want my account back which is being diabled by foodpanda  I am not able to order foods,Positive
7702,"SDrizzlers When it is a sudden plan and your friend has zomato gold  Hey guys, Try this Chicken Kheema pizza mypizzaah extremely t",Positive
7703,SwiggyCares promised time is  minutes now its  minutes and counting and order is still not delivered  great s,Negative
7704,"BestLootDeal Todays Foodpanda Offer use Code CRAVE for  off upto , then pay through PhonePe for additional  rupees off",Negative
7705,"For Swiggy, discounts are tactical, says Swiggys VP  marketing  The Financial Express",Neutral
7706,"karanmnnit Hi Karan, apologies for the unlikely experience, well look into this and ensure necessary action wel",Positive
7707,Hope I could get some help Looks like I have to take necessary legal steps now,Positive
7708,Register on Swiggy with RBBBC and earn a discount Download on,Neutral
7709,"foodpanda Super September Pizza Hut Deal is definitely Super Enjoy  personal pan pizzas,  pieces of garlic brea",Positive
7710,DarshanPai How can you make radical changes to a policy after extensively marketing and selling it in a completely different manner,Neutral
7711,swiggy is all about cheating customers Never ever order from them I have paid for my food and its been  hours a,Negative
7712,"thaplirocks Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fix th",Negative
7713,"Find this restaurant on Zomato  Moghlai Village, Narendra Pur",Neutral
7714,"sanamlk We have some special September deals to fulfill your hunger games, do check out them at",Positive
7715,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7716,trisrivers may delivery ata sila through honestbee or foodpanda,Neutral
7717,"emilitaolave Hola, si vuelves a venir a la capital podras pasar a probar una de las ms de  cervezas q tienen",Neutral
7718,Wow that was a quick reply  Checking them right now  Thank you,Positive
7719,"kshreyash Change in policy midway on an annual membership Wow Zomato ZomatoIN Cheat If you cant foresee the outcome of an offer,",Positive
7720,zomato,Neutral
7721,Swiggy,Neutral
7722,zomatocare ZomatoIN He called me back after  mins n informed me that rhe ordef has been rejected by the resto,Negative
7723,UnrealTalib Zomato ZomatoIN mc Ashish ka khana do,Neutral
7724,"futbolash Refund my money zomato for buying zomato gold , my mind has changed its policy",Neutral
7725,Apparently for Zomato finding a cockroach inside  your meal is no big deal    My review got moderated,Negative
7726,ganesanharish This is what a swiggy employee has done to my home But swiggy has not even responding to meswiggyin SwiggyCares,Neutral
7727,Sarcasstics  Swiggy,Neutral
7728,futbolash SahilAdhikaari Zomato Restaurant owners when a single guy walks in with zomato gold and orders two dishes,Neutral
7729,Placed my fifth other after getting confirmation from a guy named Samratt over the chat and guess what it got cance,Neutral
7730,"Gunpowder, Assagao, Goa  Zomato",Neutral
7731,foodpandaIndia,Neutral
7732,Gangnam galbi    food panda,Neutral
7733,,Neutral
7734,"msssequeira Zomato Wow, that makes no sense",Positive
7735,msssequeira Apparently for Zomato finding a cockroach inside  your meal is no big deal    My review got moderated aka de,Negative
7736,UnrealTalib Zomato ZomatoIN mc Ashish ka khana do,Neutral
7737,UnrealTalib jhaatlyf Zomato ZomatoIN,Neutral
7738,bootsandchicken Zomato Aae y ruby to,Neutral
7739,"A lot of food delivering apps to deliver food in few minutes, but not any app to get some medicines easily in few m",Positive
7740,RedBowl Ganpati Special Try our unique Spicy or Sweet modaks Call  RedBowl swiggy dombivli GanpatiBappa,Positive
7741,foodpandaIndia Its like FakePandaorders getting cancelled continuouslyno response from customer caresuch,Positive
7742,"foodpandaIndia please Start Foodpanda Services In Khammam, Telangana",Positive
7743,gigiginaa CrazyRichSurabayans kalo mau ke cafe mah gak usah cek harga dulu di zomato kali yaa,Neutral
7744,ZomatoIN please Start Zomato services in Khammam,Positive
7745,msssequeira Apparently for Zomato finding a cockroach inside  your meal is no big deal    My review got moderated aka de,Negative
7746,naveenkumar Do you have the order id that we can have a look at Feel free to share it via DM along with your,Positive
7747,"capiq Eh Siapa apa Tak la Kan ada FoodPanda, GrabEat dsb",Neutral
7748,"sashmita Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fix thi",Negative
7749,zomato You absolute cheats,Negative
7750,foodpandaIndia naveenkumar Do you have the order id that we can have a look at Feel free to share it via DM along with your regi,Positive
7751,abang foodpanda ni boleh hantar mi hoon tomyam kat taman melati tu tak hmmm,Neutral
7752,zomatocare Zomato need help reply plz get reply from paytm about my refund need to discuss with u,Positive
7753,Thank you to our dear patrons for the constant love Keep reviewing us on Zomato and Tripadvisor loungeleo,Positive
7754,Get  off on any food you order online on Foodpanda How to  SEPTEMBER   via YouTube,Neutral
7755,", Swiggy, Zomoto, Ola, Uber",Neutral
7756,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7757,knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,Positive
7758,FoodGoalsIt is a weekend and if you want to enjoy it at full pace than follow our footsteps D Read next tweet,Positive
7759,pastu dwlond apps foodpanda tetiba,Neutral
7760,"When it is a sudden plan and your friend has zomato gold  Hey guys, Try this Chicken Kheema pizza mypizzaah ext",Positive
7761,"Blessing your TL I can have Pizza anytime, any day Its best when I can find deals on FoodPandapkPizza Hu",Positive
7762,"Nabehal Blessing your TL I can have Pizza anytime, any day Its best when I can find deals on FoodPandapkPizza Huts new dea",Positive
7763,dfyngrvty dominosindia Try from pizzalicious See of swiggy delivers it to you It tastes like the one cooked at,Positive
7764,"FoodPandapk Yes, avail Foodpanda exclusive SuperSeptemberDeals by ordering Subway fooddeal of  Subs amp",Positive
7765,"MarriottSTEPune ZomatoIN On zomato, app,  the price of lunch buffet for sunday is not mentioned Can you please let me know the price",Positive
